ID,怪物名稱,_Target_Type,等級,命中率要求,最大HP,最大SP,力量,體力,魔法,幸運,減傷率(%),物理最小傷害,物理最大傷害,魔法最小傷害,魔法最大傷害,移動速度,跳躍力,屬性力,物理固定傷害,物理傷害減少,物理貫穿力,魔法貫穿力,跳躍攻擊力,最小攻擊力,最大攻擊力,物理暴擊傷害,魔法暴擊 傷害,治愈效果,治愈暴擊率,最大HP係數,最大MP係數,HP恢復倍率,SP恢復倍率,物理命中率,魔法命中率,物理回避率,魔法回避率,物理背後攻擊傷害,魔法背後攻擊傷害,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,防禦力,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,魔法固定傷害,魔法傷害減少,屬性最小傷害,屬性最大傷害,抵抗力,屬性傷害,物理免疫,魔法免疫,屬性免疫,暴擊抗性,眩晕抵抗率,睡眠抵抗率,混乱抵抗率,冰冻抵抗率,下落速度,最大下落速度,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,怪物傷害類型,是否為BOSS,_Difficulty_Check
810009564,신비의 전당 보상 상자 하드전용,3,235,15,1.0,1,1578,1578,1578,6306,0,195,205,195,205,132,-800,1386,0,161,0,0,540,1860,2175,50,50,50,0,1560,720,2,3,158,158,0,0,20,20,100,200,100,200,3330,0,0,100,100,0,161,0,0,2860,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,2,1,1
810009565,[이벤트] 앙마 푸리링,3,202,0,700000000.0,6622344,1405,2246,844,5623,0,195,205,195,205,300,-800,1107,0,148,0,0,496,1505,1763,50,50,50,50,1560,720,4,2,145,145,0,0,20,20,100,100,100,200,6060,0,0,100,100,0,194,0,0,6060,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,0,1
810009566,[이벤트] 앙마 푸리링,3,202,0,700000000.0,6622344,1405,2246,844,5623,0,195,205,195,205,300,-800,1107,0,148,0,0,496,1505,1763,50,50,50,50,1560,720,4,2,145,145,0,0,20,20,100,100,100,200,6060,0,0,100,100,0,194,0,0,6060,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,0,1
810009567,[이벤트] 앙마 푸리링,3,202,0,700000000.0,6622344,1405,2246,844,5623,0,195,205,195,205,300,-800,1107,0,148,0,0,496,1505,1763,50,50,50,50,1560,720,4,2,145,145,0,0,20,20,100,100,100,200,6060,0,0,100,100,0,194,0,0,6060,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,0,1
810009568,소디언 아슈캐논 강화판 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,39,39,3,0,30,0,0,1,0,0
810009569,오로라꽃 전방,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009570,오로라꽃 전 후방,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009571,떡사마 찌르기 불타입,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,21,21,3,0,30,0,0,1,0,0
810009572,떡사마 찌르기 물타입,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,21,21,3,0,30,0,0,1,0,0
810009573,핌 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009574,자이언트 소울 막타 후 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,9,9,3,0,30,0,0,1,0,0
810009575,아이스 플랭크 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,40,40,3,0,30,0,0,1,0,0
810009576,다크홀,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,21,21,3,0,30,0,0,1,0,0
810009577,세이버문 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,14,14,3,0,30,0,0,1,0,0
810009578,펜 오브 나이프 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,9,9,3,0,30,0,0,1,0,0
810009579,블리츠 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,7,7,3,0,30,0,0,1,0,0
810009580,애로우트랩,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009581,버드 헌팅 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,4,4,3,0,30,0,0,1,0,0
810009582,애로우 붐 화염용,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,14,14,3,0,30,0,0,1,0,0
810009583,악성의 멜로디,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,59,59,3,0,30,0,0,1,0,0
810009584,악성의 멜로디 지원,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,59,59,3,0,30,0,0,1,0,0
810009585,미티어 웨이브 소환몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,9,9,3,0,30,0,0,1,0,0
810009586,표풍일식 소환몹1,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81007011,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009587,표풍일식 소환몹2,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81007013,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009588,표풍일식 소환몹3,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,81007015,60000237,60000239,0,0,1,1,19,19,3,0,30,0,0,1,0,0
810009589,고드름 감옥 보상 상자,3,264,308,1.0,1,26598,1,26598,456456,0,500,550,500,550,370,0,14457,5000,232320,60,60,748,13769,15145,50,50,50,0,1560,720,2,3,262,262,206,206,20,20,100,200,100,200,232320,0,0,100,100,5000,232320,0,0,232320,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810009590,메아리샘 보상 상자,3,264,308,1.0,1,26598,1,26598,456456,0,500,550,500,550,370,0,14457,5000,232320,60,60,748,13769,15145,50,50,50,0,1560,720,2,3,262,262,206,206,20,20,100,200,100,200,232320,0,0,100,100,5000,232320,0,0,232320,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810009598,재화던전 신비한 선물상자,3,220,0,5.0,30,13,13,13,13,0,95,105,95,105,144,-800,10,0,1,0,0,6,12,13,50,50,50,0,700,500,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,11088,1,0,0,0,1,0,30,0,0,2,1,1
810009599,재화던전 신비한 선물상자 버프 지급 몬스터,0,220,0,3.0,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,0,1
810009600,이블오더 각성 시나리오,3,259,277,68659938787.0,1,9398,9398,9398,242000,50,490,525,490,525,400,0,6039,15000,200000,60,60,1365,5568,6510,100,100,50,0,3250,1500,2,3,402,402,190,190,20,20,100,200,100,200,200000,0,0,100,100,15000,200000,0,0,200000,0,0,0,0,550,1000,1000,1000,1000,1600,30,81005382,71000143,0,0,11089,1,0,0,0,1,0,30,0,0,2,2,1
810009601,레퀴엠 각성 시나리오,3,259,277,68659938787.3,1,9398,9398,9398,242000,50,490,525,490,525,400,0,6039,15000,200000,60,60,1365,5568,6510,100,100,50,0,3250,1500,2,3,402,402,190,190,20,20,100,200,100,200,200000,0,0,100,100,15000,200000,0,0,200000,0,0,0,0,550,1000,1000,1000,1000,1600,30,81005382,71000143,0,0,0,1,0,0,0,1,0,30,0,0,2,2,1
810009602,불기둥 트랩 비행형,0,259,307,29997.0,29997,26598,26598,26598,456456,50,500,550,500,550,0,0,14588,6500,260000,60,60,748,15145,16659,50,50,50,0,1560,720,2,3,262,262,220,220,20,20,100,200,100,200,260000,0,0,100,100,5000,260000,0,0,260000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,100,0,0,2,1,1
810009603,라비린스 위->아래 트랩 1,0,259,307,29997.0,29997,26598,26598,26598,456456,50,500,550,500,550,0,0,14588,6500,260000,60,60,748,15145,16659,50,50,50,0,1560,720,2,3,262,262,220,220,20,20,100,200,100,200,260000,0,0,100,100,5000,260000,0,0,260000,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,0,0,1,0,100,0,0,2,1,1
810009604,메아리샘 보상 미니,3,220,0,5.0,30,13,13,13,13,0,95,105,95,105,144,-800,10,0,90000000,0,0,6,12,13,50,50,50,0,700,500,2,3,0,0,0,0,20,20,30,200,30,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,900,1000,1000,1000,1000,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810009607,아르고스 브래스 소환,0,265,340,74412.0,1,31119,31119,31119,534053,65,600,650,600,650,0,0,18762,30780,307800,60,60,748,17298,20227,50,50,50,0,1560,720,2,3,262,262,235,235,20,20,100,200,100,200,359424,0,0,100,100,5000,359424,0,0,359424,0,0,0,0,500,1000,1000,1000,1000,1600,30,41000000,81005382,0,0,0,1,0,48,48,0,0,30,0,0,1,1,1
810009608,아르고스 바닥 장판,0,265,340,74412.0,1,31119,31119,31119,534053,65,600,650,600,650,0,0,18762,30780,307800,60,60,748,17298,20227,50,50,50,0,1560,720,2,3,262,262,235,235,20,20,100,200,100,200,359424,0,0,100,100,5000,359424,0,0,359424,0,0,0,0,500,1000,1000,1000,1000,1600,30,41000000,81005382,0,0,0,1,0,180,180,0,0,30,0,0,1,1,1
810009609,2Q 에코 스킬1 소환몹,0,266,338,74412.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,0,1,0,39,39,0,0,30,0,0,2,2,1
810009610,2Q 에코 스킬2 소환몹 기둥,0,266,338,74412.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,0,1,0,10,10,0,0,30,0,0,2,2,1
810009611,2Q 에코 스킬1 배치몹,18,265,340,74412.0,1,1,1,1,1,65,420,455,420,455,0,0,18762,30780,307800,60,60,748,17298,20227,50,50,50,0,1560,720,2,3,262,262,235,235,20,20,100,200,100,200,359424,0,0,100,100,5000,359424,0,0,359424,0,0,0,0,500,1000,1000,1000,1000,1600,30,41000000,81005382,0,0,0,1,0,180,180,0,0,30,0,0,1,1,1
810009612,2Q 에코 스킬1 배치몹 죽이기,0,265,340,74412.0,1,31119,31119,31119,534053,65,420,455,420,455,0,0,18762,30780,307800,60,60,748,17298,20227,50,50,50,0,1560,720,2,3,262,262,235,235,20,20,100,200,100,200,359424,0,0,100,100,5000,359424,0,0,359424,0,0,0,0,500,1000,1000,1000,1000,1600,30,41000000,81005382,0,0,0,1,0,180,180,0,0,30,0,0,1,1,1
810009613,0713 소디언리뉴얼 보조무기 Lv.4 소환몹,8,1,0,10000.0,74412,1,1,1,1,0,95,105,95,105,0,0,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,31,31,3,0,30,0,0,1,0,1
810009614,북미 0714,3,1,0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1
810009615,2Q 에코 스킬5 높은 소환몹,0,266,338,74412.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,0,1,0,27,27,0,0,30,0,0,2,2,1
810009616,2Q 에코 스킬5 낮은 소환몹,0,266,338,74412.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,0,1,0,27,27,0,0,30,0,0,2,2,1
810009617,[이벤트] 도망간 축제 풍선,3,1,0,3.0,3,1,1,1,1,0,140,150,220,240,132,-800,1727,0,90000000,0,0,0,2395,2789,50,50,50,50,1,1,2,2,180,180,0,0,20,20,100,200,100,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,11100,1,0,0,0,1,0,30,0,0,1,1,0
810009618,[이벤트] 머슬링이 왜 거기서 나와!,3,1,0,1000.0,3,1,1,1,1,0,140,150,220,240,132,-800,1727,0,90000000,0,0,0,2395,2789,50,50,50,50,1,1,2,2,180,180,0,0,20,20,100,200,100,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,11081,1,0,0,0,1,0,30,0,0,1,1,0
810009619,[이벤트] 순진무구 프리링,3,1,0,1.0,3,1,1,1,1,0,140,150,220,240,132,-800,1727,0,90000000,0,0,0,2395,2789,50,50,50,50,1,1,2,2,180,180,0,0,20,20,100,200,100,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,11098,1,0,0,0,1,0,30,0,0,1,1,0
810009620,[이벤트] 죽돌이 프리팅,3,1,0,15.0,3,1,1,1,1,0,140,150,220,240,132,-800,1727,0,90000000,0,0,0,2395,2789,50,50,50,50,1,1,2,2,180,180,0,0,20,20,100,200,100,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,1000,1600,30,44000049,44000049,44000049,44000049,0,1,0,0,0,1,0,30,0,0,1,1,0
810009621,에고 얼음 기둥 소환몹 이동용,0,266,338,74412.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,0,1,0,64,64,0,0,30,0,0,2,2,1
810009623,봉던지기,8,1,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,0,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,25200128,25200128,0,0,0,1,1,23,23,3,0,30,0,0,1,0,1
810009624,그림자 칼날 투명몹 스탯 변경 버전 4,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,17,17,3,0,30,0,0,1,0,1
810009625,봉던지기 2,8,1,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,0,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,25200128,25200128,0,0,0,1,1,23,23,3,0,30,0,0,1,0,1
810009626,그림자 칼날 투명몹 스탯 변경 버전 2,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,17,17,3,0,30,0,0,1,0,1
810009627,에코 얼음 기둥 1회용,0,266,338,74412.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,81005382,0,0,0,0,1,0,8,8,0,0,30,0,0,2,2,1
810009628,세이버 문,8,1,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,0,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,14,14,3,0,30,0,0,1,0,1
810009629,검호 신규 몹,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,17,17,2,0,30,0,0,1,0,1
810009630,다크홀 도발용 댐감,7,1,0,200.0,103914,1,1,1,1,0,95,105,95,105,250,-800,1,0,20000000,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,20000000,0,0,100,100,0,20000000,0,0,20000000,0,0,0,0,0,1000,1000,1000,1000,1600,30,81005348,0,0,0,0,1,1,21,21,2,0,30,0,0,1,0,0
810009631,데미갓 인피니티 소환 강화용,8,1,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,0,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,8,8,3,0,30,0,0,1,0,1
810009632,아이스 플랭크 소환몹 강화용,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,40,40,3,0,30,0,0,1,0,0
810009633,다크홀 강화용 스턴,7,1,0,200.0,103914,1,1,1,1,0,95,105,95,105,250,-800,1,0,20000000,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,20000000,0,0,100,100,0,20000000,0,0,20000000,0,0,0,0,0,1000,1000,1000,1000,1600,30,81005348,0,0,0,0,1,1,21,21,2,0,30,0,0,1,0,0
810009634,아이스 플랭크 전방 1회용,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,116,0,0,2430,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810009635,아르고스 소환용 1,0,266,338,1.0,1,34230,34230,34230,587458,70,500,550,500,550,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,0,0,0,0,11090,1,0,1,1,0,0,30,0,0,2,2,1
810009636,아르고스 소환용 2,0,266,338,1.0,1,34230,34230,34230,587458,70,500,550,500,550,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,0,0,0,0,11091,1,0,1,1,0,0,30,0,0,2,2,1
810009637,아르고스 소환용 _멋쟁이 스노우맨,3,265,345,109978974914.0,1,31119,31119,31119,534053,60,500,550,500,550,370,-800,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,1200,1200,1,0,30,0,0,1,1,1
810009638,아르고스 소환용 _불량한 스노우맨,3,265,345,109978974914.0,1,31119,31119,31119,534053,60,500,550,500,550,370,-800,18215,6240,299520,60,60,748,17348,19082,50,50,50,0,1560,720,2,3,262,262,240,240,20,20,100,200,100,200,299520,0,0,100,100,5000,299520,0,0,299520,0,0,0,0,500,300,300,300,300,1600,30,0,0,0,0,0,1,0,1200,1200,1,0,30,0,0,1,1,1
810009639,리리오페 소환용 1,0,266,338,1.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,0,0,0,0,11092,1,0,1,1,0,0,30,0,0,2,2,1
810009640,리리오페 소환용 2,0,266,338,1.0,1,34230,34230,34230,587458,70,350,385,350,385,370,-800,16458,27000,270000,60,60,748,15174,17744,50,50,50,0,1560,720,2,3,262,262,230,230,20,20,100,200,100,200,270000,0,0,100,100,5000,270000,0,0,270000,0,0,0,0,500,1000,1000,1000,1000,1600,30,0,0,0,0,11093,1,0,1,1,0,0,30,0,0,2,2,1
