ID,鑲嵌類型ID,鑲嵌屬性名稱,自然最小數值,自然最大數值,鑲嵌最小數值,鑲嵌最大數值,鑲嵌材料,最小耐久度消耗,最大耐久度消耗,概率補正,成功率(%),手續費
22445,93,Lv12 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22446,93,Lv13 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22447,93,Lv14 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22448,93,Lv15 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22449,93,Lv11 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22450,93,Lv12 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22451,93,Lv13 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22452,93,Lv14 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22453,93,Lv15 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22454,93,Lv11 魔法傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22455,93,Lv12 魔法傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22456,93,Lv13 魔法傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22457,93,Lv14 魔法傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22458,93,Lv15 魔法傷害減少 %+d,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22459,93,Lv11 魔法傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22460,93,Lv12 魔法傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22461,93,Lv13 魔法傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22462,93,Lv14 魔法傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22463,93,Lv15 魔法傷害減少 %+d,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22464,93,Lv11 魔法貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22465,93,Lv12 魔法貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22466,93,Lv13 魔法貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22467,93,Lv14 魔法貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22468,93,Lv15 魔法貫穿力 %+d％,20,26,2,4,最高級萬能木錘 X1,0,0,500,1,10000000
22469,93,Lv11 魔法貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22470,93,Lv12 魔法貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22471,93,Lv13 魔法貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22472,93,Lv14 魔法貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22473,93,Lv15 魔法貫穿力 %+d％,20,26,2,4,高貴萬能木錘 X1,0,0,500,5,0
22474,94,Lv11 力量 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22475,94,Lv12 力量 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22476,94,Lv13 力量 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22477,94,Lv14 力量 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22478,94,Lv15 力量 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22479,94,Lv11 力量 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22480,94,Lv12 力量 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22481,94,Lv13 力量 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22482,94,Lv14 力量 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22483,94,Lv15 力量 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22484,94,Lv11 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22485,94,Lv12 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22486,94,Lv13 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22487,94,Lv14 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22488,94,Lv15 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22489,94,Lv11 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22490,94,Lv12 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22491,94,Lv13 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22492,94,Lv14 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22493,94,Lv15 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22494,94,Lv11 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22495,94,Lv12 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22496,94,Lv13 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22497,94,Lv14 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22498,94,Lv15 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22499,94,Lv11 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22500,94,Lv12 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22501,94,Lv13 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22502,94,Lv14 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22503,94,Lv15 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22504,94,Lv11 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22505,94,Lv12 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22506,94,Lv13 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22507,94,Lv14 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22508,94,Lv15 力量 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22509,94,Lv11 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22510,94,Lv12 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22511,94,Lv13 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22512,94,Lv14 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22513,94,Lv15 力量 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22514,94,Lv11 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22515,94,Lv12 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22516,94,Lv13 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22517,94,Lv14 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22518,94,Lv15 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22519,94,Lv11 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22520,94,Lv12 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22521,94,Lv13 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22522,94,Lv14 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22523,94,Lv15 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22524,95,Lv11 幸運 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22525,95,Lv12 幸運 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22526,95,Lv13 幸運 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22527,95,Lv14 幸運 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22528,95,Lv15 幸運 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22529,95,Lv11 幸運 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22530,95,Lv12 幸運 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22531,95,Lv13 幸運 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22532,95,Lv14 幸運 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22533,95,Lv15 幸運 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22534,95,Lv11 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22535,95,Lv12 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22536,95,Lv13 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22537,95,Lv14 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22538,95,Lv15 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22539,95,Lv11 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22540,95,Lv12 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22541,95,Lv13 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22542,95,Lv14 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22543,95,Lv15 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22544,95,Lv11 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22545,95,Lv12 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22546,95,Lv13 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22547,95,Lv14 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22548,95,Lv15 最大 HP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22549,95,Lv11 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22550,95,Lv12 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22551,95,Lv13 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22552,95,Lv14 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22553,95,Lv15 最大 HP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22554,95,Lv11 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22555,95,Lv12 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22556,95,Lv13 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22557,95,Lv14 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22558,95,Lv15 幸運 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22559,95,Lv11 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22560,95,Lv12 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22561,95,Lv13 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22562,95,Lv14 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22563,95,Lv15 幸運 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22564,95,Lv11 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22565,95,Lv12 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22566,95,Lv13 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22567,95,Lv14 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22568,95,Lv15 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22569,95,Lv11 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22570,95,Lv12 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22571,95,Lv13 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22572,95,Lv14 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22573,95,Lv15 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22574,96,Lv11 魔力 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22575,96,Lv12 魔力 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22576,96,Lv13 魔力 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22577,96,Lv14 魔力 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22578,96,Lv15 魔力 %+d％,10,15,1,2,最高級萬能木錘 X1,0,0,500,1,10000000
22579,96,Lv11 魔力 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22580,96,Lv12 魔力 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22581,96,Lv13 魔力 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22582,96,Lv14 魔力 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22583,96,Lv15 魔力 %+d％,10,15,1,2,高貴萬能木錘 X1,0,0,500,5,0
22584,96,Lv11 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22585,96,Lv12 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22586,96,Lv13 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22587,96,Lv14 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22588,96,Lv15 體力 %+d,200,260,20,40,最高級萬能木錘 X1,0,0,500,1,10000000
22589,96,Lv11 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22590,96,Lv12 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22591,96,Lv13 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22592,96,Lv14 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22593,96,Lv15 體力 %+d,200,260,20,40,高貴萬能木錘 X1,0,0,500,5,0
22594,96,Lv11 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22595,96,Lv12 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22596,96,Lv13 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22597,96,Lv14 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22598,96,Lv15 最大 SP %+d,660,994,120,220,最高級萬能木錘 X1,0,0,500,1,10000000
22599,96,Lv11 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22600,96,Lv12 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22601,96,Lv13 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22602,96,Lv14 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22603,96,Lv15 最大 SP %+d,660,994,120,220,高貴萬能木錘 X1,0,0,500,5,0
22604,96,Lv11 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22605,96,Lv12 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22606,96,Lv13 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22607,96,Lv14 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22608,96,Lv15 魔力 %+d,297,450,57,102,最高級萬能木錘 X1,0,0,500,1,10000000
22609,96,Lv11 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22610,96,Lv12 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22611,96,Lv13 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22612,96,Lv14 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22613,96,Lv15 魔力 %+d,297,450,57,102,高貴萬能木錘 X1,0,0,500,5,0
22614,96,Lv11 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22615,96,Lv12 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22616,96,Lv13 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22617,96,Lv14 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22618,96,Lv15 彩虹幣獲得 %+d％,40,70,9,12,最高級萬能木錘 X1,0,0,500,1,10000000
22619,96,Lv11 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22620,96,Lv12 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22621,96,Lv13 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22622,96,Lv14 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22623,96,Lv15 彩虹幣獲得 %+d％,40,70,9,12,高貴萬能木錘 X1,0,0,500,5,0
22624,97,Lv11 物理最小傷害 %+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22625,97,Lv12 物理最小傷害 %+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22626,97,Lv13 物理最小傷害 %+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22627,97,Lv14 物理最小傷害 %+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22628,97,Lv15 物理最小傷害 %+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22629,97,Lv11 物理最小傷害 %+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22630,97,Lv12 物理最小傷害 %+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22631,97,Lv13 物理最小傷害 %+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22632,97,Lv14 物理最小傷害 %+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22633,97,Lv15 物理最小傷害 %+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22634,97,Lv11 物理最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22635,97,Lv12 物理最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22636,97,Lv13 物理最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22637,97,Lv14 物理最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22638,97,Lv15 物理最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22639,97,Lv11 物理最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22640,97,Lv12 物理最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22641,97,Lv13 物理最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22642,97,Lv14 物理最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22643,97,Lv15 物理最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22644,97,Lv11 魔法最小傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22645,97,Lv12 魔法最小傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22646,97,Lv13 魔法最小傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22647,97,Lv14 魔法最小傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22648,97,Lv15 魔法最小傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22649,97,Lv11 魔法最小傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22650,97,Lv12 魔法最小傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22651,97,Lv13 魔法最小傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22652,97,Lv14 魔法最小傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22653,97,Lv15 魔法最小傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22654,97,Lv11 魔法最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22655,97,Lv12 魔法最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22656,97,Lv13 魔法最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22657,97,Lv14 魔法最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22658,97,Lv15 魔法最大傷害%+d％,20,30,2,6,最高級萬能木錘 X1,0,0,500,1,10000000
22659,97,Lv11 魔法最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22660,97,Lv12 魔法最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22661,97,Lv13 魔法最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22662,97,Lv14 魔法最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22663,97,Lv15 魔法最大傷害%+d％,20,30,2,6,高貴萬能木錘 X1,0,0,500,5,0
22664,97,Lv11 物理爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22665,97,Lv12 物理爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22666,97,Lv13 物理爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22667,97,Lv14 物理爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22668,97,Lv15 物理爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22669,97,Lv11 物理爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22670,97,Lv12 物理爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22671,97,Lv13 物理爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22672,97,Lv14 物理爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22673,97,Lv15 物理爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22674,97,Lv11 魔法爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22675,97,Lv12 魔法爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22676,97,Lv13 魔法爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22677,97,Lv14 魔法爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22678,97,Lv15 魔法爆擊傷害%+d％,26,40,4,8,最高級萬能木錘 X1,0,0,500,1,10000000
22679,97,Lv11 魔法爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22680,97,Lv12 魔法爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22681,97,Lv13 魔法爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22682,97,Lv14 魔法爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22683,97,Lv15 魔法爆擊傷害%+d％,26,40,4,8,高貴萬能木錘 X1,0,0,500,5,0
22684,121,Lv1 所有能力值 %+d,1,30,1,30,黃金錘 X2,0,0,-70,70,0
22685,121,Lv2 所有能力值 %+d,2,66,1,36,黃金錘 X2,0,0,-70,70,0
22686,121,Lv3 所有能力值 %+d,3,108,1,42,黃金錘 X2,0,0,-70,70,0
22687,121,Lv4 所有能力值 %+d,4,156,1,48,黃金錘 X2,0,0,-70,70,0
22688,121,Lv5 所有能力值 %+d,5,210,1,54,黃金錘 X2,0,0,-70,70,0
22689,121,Lv6 所有能力值 %+d,6,270,1,60,黃金錘 X2,0,0,-70,70,0
22690,121,Lv7 所有能力值 %+d,7,336,1,66,黃金錘 X2,0,0,-70,70,0
22691,121,Lv8 所有能力值 %+d,8,408,1,72,黃金錘 X2,0,0,-70,70,0
22692,121,Lv9 所有能力值 %+d,9,486,1,78,黃金錘 X2,0,0,-70,70,0
22693,121,Lv10 所有能力值 %+d,10,570,1,84,黃金錘 X2,0,0,-70,70,0
22694,121,Lv11 所有能力值 %+d,11,660,1,90,黃金錘 X2,0,0,-70,70,0
22695,121,Lv12 所有能力值 %+d,12,756,1,96,黃金錘 X2,0,0,-70,70,0
22696,121,Lv13 所有能力值 %+d,13,858,1,102,黃金錘 X2,0,0,-70,70,0
22697,121,Lv14 所有能力值 %+d,14,966,1,108,黃金錘 X2,0,0,-70,70,0
22698,121,Lv15 所有能力值 %+d,15,1080,1,114,黃金錘 X2,0,0,-70,70,0
22699,121,Lv16 所有能力值 %+d,16,1200,1,120,黃金錘 X2,0,0,-70,70,0
22700,121,Lv17 所有能力值 %+d,17,1326,1,126,黃金錘 X2,0,0,-70,70,0
22701,121,Lv18 所有能力值 %+d,18,1458,1,132,黃金錘 X2,0,0,-70,70,0
22702,121,Lv19 所有能力值 %+d,19,1596,1,138,黃金錘 X2,0,0,-70,70,0
22703,121,Lv20 所有能力值 %+d,20,1740,1,144,黃金錘 X2,0,0,-70,70,0
22704,121,Lv1 物理/魔法傷害 %+d,1,30,1,30,黃金錘 X2,0,0,-70,70,0
22705,121,Lv2 物理/魔法傷害 %+d,2,66,1,36,黃金錘 X2,0,0,-70,70,0
22706,121,Lv3 物理/魔法傷害 %+d,3,108,1,42,黃金錘 X2,0,0,-70,70,0
22707,121,Lv4 物理/魔法傷害 %+d,4,156,1,48,黃金錘 X2,0,0,-70,70,0
22708,121,Lv5 物理/魔法傷害 %+d,5,210,1,54,黃金錘 X2,0,0,-70,70,0
22709,121,Lv6 物理/魔法傷害 %+d,6,270,1,60,黃金錘 X2,0,0,-70,70,0
